Sno,QuesAnsNo,Cosine_Sim,Jaccard_Sim,Manhattan_Dis,Euclidean_Dis,Wordnet_wup_sim,Wordnet_path_sim,wordnet_res_sim,Word_jcn_sim,Wordnet_lin_sim,Wordnet_lch_sim,Bi_gram,embed_glove,embed_sim,embed_b,lengthRatio,embed_glove_ques,lsa,Recall,Precision,PreRec,countch,countch1,countwd1,commonw,Diff,DiffDiv,DiffDiv1,SentRatio,Score
431,31,0.717137166,0.454545455,7,7,1,1,9.67,1.00E+300,1,3.64,0.75,1,0.843249811,0.995660341,0.470588235,1,0.660713705,1,0.545454545,0.545454545,2.282051282,0.438202247,1.833333333,6,5,0.075757576,0.833333333,1,5
432,31,0.8,0.666666667,2,2,0.98,1,9.21,1.00E+300,1,3.64,0.75,1,0.751233927,0.996256567,1,0.79,0.264417346,0.833333333,0.833333333,0.694444444,0.974358974,1.026315789,1,5,0,0,0,0,5
433,31,0.707106781,0.5,5,5,0.98,1,9.21,1.00E+300,1,3.64,0.5,1,0.751233927,0.986363836,0.727272727,0.79,0.365309653,0.833333333,0.625,0.520833333,1.666666667,0.6,1.333333333,5,2,0.041666667,0.333333333,0,5
434,31,0.674199862,0.4,6,6,0.98,0.9,9.12,7.50E+299,0.95,3.46,0.25,1,0.746426917,0.988481325,0.666666667,0.79,0.906255826,0.833333333,0.555555556,0.462962963,2,0.5,1.5,5,3,0.055555556,0.5,0,3
435,31,0.8,0.666666667,2,2,0.98,1,9.21,1.00E+300,1,3.64,0.75,1,0.751233927,0.996256567,1,0.79,0.264417346,0.833333333,0.833333333,0.694444444,0.974358974,1.026315789,1,5,0,0,0,0,5
436,31,0.894427191,0.666666667,1,1,0.95,0.85,8.69,7.50E+299,0.91,3.29,0,0.99,0.924532535,0.997234069,1.142857143,0.79,0.997365992,0.833333333,1,0.833333333,0.871794872,1.147058824,0.833333333,5,1,0.033333333,0.166666667,0,5
437,31,0.8,0.666666667,2,2,0.98,1,9.21,1.00E+300,1,3.64,0.75,1,0.751233927,0.996256567,1,0.79,0.264417346,0.833333333,0.833333333,0.694444444,0.974358974,1.026315789,1,5,0,0,0,0,5
438,31,0.674199862,0.444444444,6,6,0.98,1,9.21,1.00E+300,1,3.64,0.5,1,0.679872402,0.989111513,0.666666667,0.79,0.334280445,0.833333333,0.555555556,0.462962963,1.871794872,0.534246575,1.5,5,3,0.055555556,0.5,0,5
439,31,0.894427191,0.8,1,1,0.95,0.85,8.69,7.50E+299,0.91,3.29,0.5,0.99,0.924532535,0.997234069,1.142857143,0.79,0.997365992,0.833333333,1,0.833333333,0.871794872,1.147058824,0.833333333,5,1,0.033333333,0.166666667,0,5
440,31,0.894427191,0.8,1,1,0.95,0.85,8.69,7.50E+299,0.91,3.29,0,0.99,0.924532535,0.997234069,1.142857143,0.79,0.997365992,0.833333333,1,0.833333333,0.871794872,1.147058824,0.833333333,5,1,0.033333333,0.166666667,0,5
441,31,0.8,0.666666667,2,2,0.98,1,9.21,1.00E+300,1,3.64,0.75,1,0.751233927,0.996256567,1,0.79,0.264417346,0.833333333,0.833333333,0.694444444,0.974358974,1.026315789,1,5,0,0,0,0,5
442,31,0.547722558,0.333333333,5,5,1,1,9.57,1.00E+300,1,3.54,0,1,0.67790047,0.993914333,0.888888889,0.71,0.805795496,0.666666667,0.571428571,0.380952381,1.153846154,0.866666667,1.166666667,4,1,0.023809524,0.166666667,0,3
443,31,0.613940614,0.25,15,17,0.98,1,9.21,1.00E+300,1,3.64,0.5,1,0.716214579,0.98649005,0.380952381,0.79,0.49754489,0.833333333,0.384615385,0.320512821,3.076923077,0.325,2.166666667,5,7,0.08974359,1.166666667,1,5
444,32,0.369274473,0.157894737,17,19,1,1,10.53,1.00E+300,1,3.64,0,1,0.502107023,0.96534793,0.24,1,0.857049618,1,0.210526316,0.210526316,7.8,0.128205128,4.75,4,15,0.197368421,3.75,1,5
445,32,0.40824829,0.285714286,5,7,0.88,0.71,6.6,5.00E+299,0.67,2.66,0,1,0.505093597,0.9704613,0.6,1,0.949422375,0.75,0.428571429,0.321428571,2.1,0.476190476,1.75,3,3,0.107142857,0.75,0,2.5
446,32,0.774596669,0.6,2,2,1,1,10.53,1.00E+300,1,3.64,0.5,1,1,0.976252121,0.75,1,0.99997735,1,0.666666667,0.666666667,1.85,0.540540541,1.5,4,2,0.083333333,0.5,0,5
447,32,0.292770022,0.130434783,24,32,1,1,10.53,1.00E+300,1,3.64,0,1,0.45539972,0.960697933,0.1875,1,0.857615538,1,0.173913043,0.173913043,11.5,0.086956522,5.75,4,19,0.206521739,4.75,1,2.5
448,32,0.522232968,0.272727273,8,8,1,1,10.53,1.00E+300,1,3.64,0.5,1,0.569447561,0.968522042,0.352941176,1,0.853580771,1,0.333333333,0.333333333,4.8,0.208333333,3,4,8,0.166666667,2,1,5
449,32,0.333333333,0.142857143,11,11,0.88,0.72,6.91,5.00E+299,0.75,2.74,0,1,0.548014972,0.959736366,0.4,1,0.910599091,0.75,0.230769231,0.173076923,4.25,0.235294118,3.25,3,9,0.173076923,2.25,0,4
450,32,0.333333333,0.153846154,11,11,0.88,0.71,6.6,5.00E+299,0.68,2.66,0,1,0.561758526,0.974956828,0.352941176,1,0.545880501,0.75,0.25,0.1875,4.95,0.202020202,3,3,8,0.166666667,2,1,5
451,32,0.19245009,0.125,8,10,0.67,0.45,3.95,0.13,0.44,1.69,0,0.98,0.214489852,0.951769997,0.666666667,0.35,0.929533037,0.5,0.333333333,0.166666667,2.3,0.434782609,1.5,2,2,0.083333333,0.5,0,3
452,32,0.384900179,0.2,8,8,0.88,0.71,6.6,5.00E+299,0.67,2.6,0,1,0.651359292,0.973658377,0.4,1,0.965161934,0.75,0.3,0.225,4,0.25,2.5,3,6,0.15,1.5,1,5
453,32,0.333333333,0.2,4,4,0.63,0.43,2.08,0.08,0.24,1.45,0,0.92,0.258010741,0.969434933,1,0.26,0.020663001,0.5,0.5,0.25,1.2,0.833333333,1,2,0,0,0,0,4.5
454,32,0.707106781,0.5,3,3,1,1,10.53,1.00E+300,1,3.64,1,1,0.645987333,0.984987388,0.666666667,1,0.992178104,1,0.571428571,0.571428571,2.15,0.465116279,1.75,4,3,0.107142857,0.75,0,5
455,32,1,1,0,0,1,1,10.53,1.00E+300,1,3.64,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,5
456,32,0.288675135,0.166666667,5,5,0.64,0.44,2.46,0.09,0.31,1.6,0,0.89,0.184297249,0.95057491,0.857142857,0.3,0.153494722,0.5,0.4,0.2,1.6,0.625,1.25,2,1,0.05,0.25,0,4.5
457,32,0.166666667,0.083333333,11,13,0.74,0.45,3.96,0.13,0.44,1.69,0,0.98,0.295238697,0.942536937,0.461538462,0.35,0.949031676,0.5,0.2,0.1,3.35,0.298507463,2.5,2,6,0.15,1.5,0,3
458,32,0.707106781,0.5,3,3,1,1,10.53,1.00E+300,1,3.64,0,1,0.807374864,0.9668249,0.666666667,1,0.999315202,1,0.571428571,0.571428571,2.15,0.465116279,1.75,4,3,0.107142857,0.75,0,5
459,32,0.774596669,0.6,2,2,1,1,10.53,1.00E+300,1,3.64,0.5,1,1,0.976252121,0.75,1,0.99997735,1,0.666666667,0.666666667,1.85,0.540540541,1.5,4,2,0.083333333,0.5,0,5
460,32,0.25819889,0.142857143,6,6,0.64,0.44,2.58,0.09,0.31,1.6,0,1,0.270020061,0.971014407,0.75,0.27,0.194646493,0.5,0.333333333,0.166666667,2.2,0.454545455,1.5,2,2,0.083333333,0.5,0,4.5
461,32,0.204124145,0.1,9,9,0.66,0.44,2.19,0.08,0.25,1.57,0,0.98,0.211699638,0.960571247,0.6,0.26,0.348592659,0.5,0.25,0.125,2.95,0.338983051,2,2,4,0.125,1,0,4.5
462,32,0.384900179,0.2,8,8,0.88,0.71,6.6,5.00E+299,0.67,2.66,0,1,0.550345108,0.964671908,0.5,1,0.794109476,0.75,0.3,0.225,3.85,0.25974026,2.5,3,6,0.15,1.5,0,5
463,32,0.25819889,0.142857143,6,6,0.59,0.43,1.95,0.08,0.22,1.45,0,0.93,0.208139973,0.953667157,0.857142857,0.26,0.110817611,0.5,0.4,0.2,1.75,0.571428571,1.25,2,1,0.05,0.25,0,4.5
464,32,0.774596669,0.6,2,2,1,1,10.53,1.00E+300,1,3.64,0.5,1,1,0.976252121,0.75,1,0.99997735,1,0.666666667,0.666666667,1.85,0.540540541,1.5,4,2,0.083333333,0.5,0,5
465,32,0.333333333,0.2,4,4,0.63,0.43,2.08,0.08,0.24,1.45,0,0.92,0.258010741,0.969434933,1,0.26,0.020663001,0.5,0.5,0.25,1.2,0.833333333,1,2,0,0,0,0,4.5
466,32,0.288675135,0.166666667,5,5,0.59,0.43,1.71,0.08,0.2,1.45,0,0.95,0.193760091,0.959973684,0.857142857,0.27,0.180917628,0.5,0.4,0.2,1.9,0.526315789,1.25,2,1,0.05,0.25,0,4.5
467,32,0.182574186,0.111111111,9,11,0.66,0.44,2.58,0.1,0.34,1.62,0,1,0.321370908,0.95175732,0.545454545,0.3,0.795875921,0.5,0.25,0.125,3.05,0.327868852,2,2,4,0.125,1,0,4.5
468,32,0.577350269,0.4,3,3,0.88,0.71,6.6,5.00E+299,0.67,2.6,0,0.98,0.752564007,0.975714597,0.857142857,1,0.272962567,0.75,0.6,0.45,1.45,0.689655172,1.25,3,1,0.05,0.25,0,5
469,32,0.333333333,0.2,4,4,0.67,0.6,,,,,0,0.82,0.168265834,0.940479044,1,-0.02,0.680645527,0.5,0.5,0.25,1.35,0.740740741,1,2,0,0,0,0,4.5
470,32,0.333333333,0.2,4,4,0.73,0.46,2.08,0.12,0.3,1.77,0,0.94,0.269969114,0.983514435,1,0.46,0.625493642,0.5,0.5,0.25,1,1,1,2,0,0,0,0,4.5
471,32,1,1,0,0,1,1,10.53,1.00E+300,1,3.64,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,5
472,32,0.384900179,0.2,8,8,0.88,0.71,6.6,5.00E+299,0.67,2.66,0,1,0.573751792,0.969320362,0.545454545,1,0.756471527,0.75,0.333333333,0.25,3.6,0.277777778,2.25,3,5,0.138888889,1.25,0,5
473,32,0.320256308,0.181818182,10,12,0.88,0.73,7.2,5.00E+299,0.67,2.6,0,0.98,0.273502022,0.948369622,0.461538462,0.26,0.626810071,0.75,0.3,0.225,3.8,0.263157895,2.5,3,6,0.15,1.5,0,4.5
474,32,0.166666667,0.071428571,13,13,0.71,0.46,3.79,0.13,0.46,1.78,0,1,0.344468076,0.958603359,0.428571429,0.46,0.35935061,0.5,0.166666667,0.083333333,4.2,0.238095238,3,2,8,0.166666667,2,0,4.5
475,33,0.538381902,0.294117647,14,18,0.91,0.72,7.98,5.56E+299,0.89,2.99,0.2,0.97,0.47141609,0.988184898,0.565217391,0.67,0.994550295,0.555555556,0.416666667,0.231481481,1.78125,0.561403509,1.333333333,5,3,0.027777778,0.333333333,2,4.5
476,33,0.417786374,0.125,34,46,0.92,0.8,7.26,6.67E+299,0.86,3.1,0.1,0.99,0.66567928,0.98923825,0.333333333,0.69,0.996589843,0.555555556,0.185185185,0.102880658,4.015625,0.249027237,3,5,18,0.074074074,2,1,4.5
477,33,0.556486675,0.35,16,22,0.96,0.9,9.15,7.78E+299,0.97,3.4,0.3,1,0.66148575,0.988842372,0.565217391,0.79,0.579538755,0.777777778,0.411764706,0.320261438,2.40625,0.415584416,1.888888889,7,8,0.052287582,0.888888889,0,5
478,33,0.273861279,0.133333333,15,17,0.77,0.52,6.08,2.22E+299,0.7,2.53,0,0.97,0.273928154,0.979624261,1.181818182,0.33,0.19145691,0.333333333,0.333333333,0.111111111,1.09375,0.914285714,1,3,0,0,0,0,3
479,33,0.670166253,0.35,17,21,0.98,0.9,9.29,7.78E+299,1,3.4,0.3,0.99,0.696066416,0.986663746,0.590909091,0.79,0.941091918,0.777777778,0.4375,0.340277778,2.234375,0.447552448,1.777777778,7,7,0.048611111,0.777777778,0,5
480,33,0.413118224,0.19047619,20,24,0.92,0.68,7.94,4.44E+299,0.89,2.96,0,0.99,0.439136095,0.984246662,0.590909091,0.48,0.976212292,0.444444444,0.266666667,0.118518519,1.78125,0.561403509,1.666666667,4,6,0.044444444,0.666666667,1,2
481,33,0.552052447,0.25,13,13,0.89,0.75,7.51,5.56E+299,0.88,3.1,0,0.97,0.599329012,0.989891865,0.928571429,0.69,0.989747317,0.555555556,0.454545455,0.252525253,1.078125,0.927536232,1.222222222,5,2,0.02020202,0.222222222,0,4
482,33,0.40824829,0.142857143,13,15,0.9,0.54,6.74,2.22E+299,0.8,2.73,0,0.94,0.313450469,0.973764703,1.3,0.43,0.993528161,0.333333333,0.428571429,0.142857143,0.8125,1.230769231,0.777777778,3,2,0.031746032,0.222222222,0,3.5
483,33,0.544949261,0.307692308,10,12,0.9,0.7,7.67,4.44E+299,0.88,2.98,0.2,0.99,0.621494926,0.990922498,1.083333333,0.58,0.99913349,0.555555556,0.555555556,0.308641975,1.046875,0.955223881,1,5,0,0,0,0,5
484,33,0.447213595,0.3125,13,15,0.93,0.74,8.33,5.56E+299,0.89,3.08,0.1,0.96,0.52898369,0.988195767,0.928571429,0.64,0.990972578,0.555555556,0.416666667,0.231481481,1.265625,0.790123457,1.333333333,5,3,0.027777778,0.333333333,0,5
485,33,0.273861279,0.133333333,15,17,0.77,0.52,6.08,2.22E+299,0.7,2.53,0,0.97,0.273928154,0.979624261,1.181818182,0.33,0.19145691,0.333333333,0.333333333,0.111111111,1.09375,0.914285714,1,3,0,0,0,0,3
486,33,0.292770022,0.142857143,14,16,0.77,0.52,6.08,2.22E+299,0.7,2.53,0,0.97,0.273928154,0.97544013,1.3,0.33,0.175205199,0.333333333,0.375,0.125,0.953125,1.049180328,0.888888889,3,1,0.013888889,0.111111111,0,3
487,33,0.552052447,0.25,13,13,0.89,0.75,7.35,5.56E+299,0.89,3.1,0,1,0.500594294,0.988425315,0.866666667,0.66,0.998178151,0.555555556,0.416666667,0.231481481,1.234375,0.810126582,1.333333333,5,3,0.027777778,0.333333333,0,4.5
488,33,0.387298335,0.181818182,11,13,0.77,0.52,5.84,2.22E+299,0.69,2.53,0,0.9,0.232970618,0.962842577,2.166666667,0.25,0.987352469,0.333333333,0.75,0.25,0.375,2.666666667,0.444444444,3,5,0.138888889,0.555555556,0,2
489,33,0.547722558,0.416666667,9,11,0.94,0.78,8.47,5.56E+299,0.94,3.17,0,0.95,0.596532268,0.98828682,1.3,0.63,0.956979877,0.555555556,0.625,0.347222222,0.84375,1.185185185,0.888888889,5,1,0.013888889,0.111111111,0,5
490,33,0.77594029,0.5,11,13,1,1,9.52,1.00E+300,1,3.64,0.4,0.99,0.833787381,0.994108012,0.684210526,0.93,0.969124506,0.888888889,0.615384615,0.547008547,1.703125,0.587155963,1.444444444,8,4,0.034188034,0.444444444,0,5
491,33,0.571547607,0.307692308,9,11,0.89,0.7,7.69,4.44E+299,0.9,2.98,0.1,0.97,0.574250874,0.992586962,1.181818182,0.58,0.99820987,0.555555556,0.625,0.347222222,0.9375,1.066666667,0.888888889,5,1,0.013888889,0.111111111,0,5
492,33,0.149071198,0.090909091,12,16,0.67,0.38,4.12,0.19,0.52,2.04,0,0.79,0.238199351,0.947200627,2.6,0.37,0.929782372,0.222222222,0.666666667,0.148148148,0.25,4,0.333333333,2,6,0.222222222,0.666666667,0,0
493,33,0.547722558,0.384615385,9,11,0.92,0.78,8.85,5.56E+299,0.97,3.2,0.1,0.95,0.60983198,0.989858655,1.3,0.53,0.985936395,0.555555556,0.625,0.347222222,0.8125,1.230769231,0.888888889,5,1,0.013888889,0.111111111,0,4.5
494,33,0.753734663,0.470588235,10,10,1,1,9.52,1.00E+300,1,3.64,0.4,1,0.798956122,0.9956358,0.684210526,0.93,0.785254984,0.888888889,0.533333333,0.474074074,1.796875,0.556521739,1.666666667,8,6,0.044444444,0.666666667,0,5
495,33,0.273861279,0.133333333,15,17,0.77,0.52,6.08,2.22E+299,0.7,2.53,0,0.97,0.273928154,0.979624261,1.181818182,0.33,0.19145691,0.333333333,0.333333333,0.111111111,1.09375,0.914285714,1,3,0,0,0,0,2
496,33,0.602464076,0.384615385,10,10,0.93,0.8,8.03,6.67E+299,0.9,3.22,0.2,0.99,0.687643393,0.99025527,1.083333333,0.79,0.986722317,0.666666667,0.6,0.4,1,1,1.111111111,6,1,0.011111111,0.111111111,0,4.5
497,33,0.115470054,0.076923077,14,18,0.68,0.35,5.22,0.12,0.53,2.05,0,0.95,0.213106922,0.964851515,1.625,0.28,0.150159163,0.222222222,0.333333333,0.074074074,0.65625,1.523809524,0.666666667,2,3,0.055555556,0.333333333,0,2.5
498,33,0.421637021,0.25,11,13,0.84,0.63,7.34,3.33E+299,0.87,2.82,0.1,0.93,0.576837766,0.986694542,1.625,0.6,0.994955492,0.444444444,0.666666667,0.296296296,0.578125,1.72972973,0.666666667,4,3,0.055555556,0.333333333,0,3.5
499,33,0.651583766,0.333333333,12,12,0.93,0.8,7.88,6.67E+299,0.9,3.22,0.1,0.99,0.686922601,0.986269677,0.8125,0.76,0.982921177,0.666666667,0.5,0.333333333,1.515625,0.659793814,1.333333333,6,3,0.027777778,0.333333333,0,5
500,33,0.645497224,0.4375,9,11,0.96,0.9,9.29,7.78E+299,1,3.4,0.3,0.99,0.729742099,0.991636767,0.8125,0.78,0.998971551,0.777777778,0.538461538,0.418803419,1.4375,0.695652174,1.444444444,7,4,0.034188034,0.444444444,0,5
501,33,0.605530071,0.333333333,13,15,0.9,0.73,7.46,4.44E+299,0.88,2.98,0.2,1,0.692223449,0.995472033,0.764705882,0.73,0.978976729,0.666666667,0.5,0.333333333,1.546875,0.646464646,1.333333333,6,3,0.027777778,0.333333333,0,5
502,33,0.387298335,0.181818182,11,13,0.83,0.52,6.46,2.22E+299,0.77,2.58,0,0.93,0.164098086,0.977131767,1.857142857,0.33,0.996545312,0.333333333,0.6,0.2,0.515625,1.939393939,0.555555556,3,4,0.088888889,0.444444444,0,4
503,33,0.745355992,0.636363636,5,7,0.96,0.9,9.29,7.78E+299,1,3.4,0.4,0.97,0.765070342,0.995041011,1.083333333,0.78,0.999390763,0.777777778,0.777777778,0.604938272,0.984375,1.015873016,1,7,0,0,0,0,5
504,33,0.622799155,0.416666667,8,10,0.92,0.74,8.18,5.56E+299,0.87,3.04,0.1,0.94,0.615057909,0.986034748,1.181818182,0.58,0.954234271,0.555555556,0.625,0.347222222,0.921875,1.084745763,0.888888889,5,1,0.013888889,0.111111111,0,5
505,33,0.417786374,0.125,34,46,0.92,0.8,7.26,6.67E+299,0.86,3.1,0.1,0.99,0.66567928,0.98923825,0.333333333,0.69,0.996589843,0.555555556,0.185185185,0.102880658,4.015625,0.249027237,3,5,18,0.074074074,2,1,4.5
506,34,0.356348323,0.210526316,15,15,0.85,0.64,6.93,3.75E+299,0.82,2.82,0.125,0.97,0.591948199,0.985467866,0.75,0.7,0.928898449,0.5,0.357142857,0.178571429,1.45,0.689655172,1.4,5,4,0.028571429,0.4,0,5
507,34,0.105409255,0.055555556,17,17,0.76,0.38,5.04,0.36,0.66,2.27,0,0.95,0.455049362,0.981718667,0.857142857,0.49,0.83717513,0.2,0.181818182,0.036363636,1.216666667,0.821917808,1.1,2,1,0.009090909,0.1,0,4.5
508,34,0.421637021,0.266666667,11,11,0.85,0.64,6.96,3.75E+299,0.81,2.8,0.125,0.99,0.720456364,0.989943732,0.923076923,0.66,0.919050722,0.5,0.454545455,0.227272727,1.3,0.769230769,1.1,5,1,0.009090909,0.1,0,5
509,34,0.182574186,0.12,25,33,0.84,0.64,6.37,3.75E+299,0.76,2.76,0,0.98,0.578240147,0.989044754,0.461538462,0.57,0.988831847,0.4,0.222222222,0.088888889,2.516666667,0.397350993,1.8,4,8,0.044444444,0.8,1,5
510,34,0.333333333,0.222222222,15,17,0.86,0.65,6.96,3.75E+299,0.82,2.83,0.125,0.99,0.673771696,0.987497521,0.705882353,0.71,0.880737739,0.5,0.357142857,0.178571429,1.683333333,0.594059406,1.4,5,4,0.028571429,0.4,0,5
511,34,0.125988158,0.066666667,14,14,0.73,0.37,4.34,0.28,0.58,2.15,0,0.93,0.347116372,0.979458538,1.333333333,0.35,0.87303042,0.2,0.285714286,0.057142857,0.733333333,1.363636364,0.7,2,3,0.042857143,0.3,0,3
512,34,0.447213595,0.272727273,8,8,0.77,0.5,5.34,2.50E+299,0.63,2.45,0.125,0.86,0.613249624,0.974967887,1.714285714,0.57,0.86173713,0.4,0.8,0.32,0.416666667,2.4,0.5,4,5,0.1,0.5,0,4.5
513,34,0.316227766,0.1875,13,13,0.77,0.53,5.48,2.50E+299,0.62,2.51,0,0.97,0.539674991,0.985297026,1.090909091,0.52,0.959646214,0.4,0.444444444,0.177777778,1.016666667,0.983606557,0.9,4,1,0.011111111,0.1,0,5
514,34,0.503952631,0.333333333,8,8,0.79,0.64,5.72,3.75E+299,0.66,2.78,0.125,0.94,0.78560175,0.987202778,1.2,0.73,0.963586171,0.5,0.625,0.3125,0.8,1.25,0.8,5,2,0.025,0.2,0,5
515,34,0.316227766,0.1875,13,13,0.78,0.53,5.68,2.50E+299,0.7,2.51,0,0.98,0.545989576,0.989573462,1,0.5,0.999930642,0.4,0.4,0.16,1.15,0.869565217,1,4,0,0,0,0,3.5
516,34,0.421637021,0.25,11,11,0.87,0.69,6.65,5.00E+299,0.81,2.88,0.125,0.99,0.612999125,0.993060039,0.923076923,0.58,0.498379891,0.5,0.454545455,0.227272727,1.183333333,0.845070423,1.1,5,1,0.009090909,0.1,0,3.5
517,34,0.402015126,0.235294118,12,12,0.87,0.69,6.65,5.00E+299,0.81,2.88,0.125,0.99,0.627668284,0.990952384,0.857142857,0.58,0.522871568,0.5,0.416666667,0.208333333,1.333333333,0.75,1.2,5,2,0.016666667,0.2,0,3.5
518,34,0.184900065,0.1,18,18,0.74,0.44,5.04,1.25E+299,0.6,2.26,0,0.97,0.462346697,0.973276921,0.8,0.45,0.947121158,0.3,0.230769231,0.069230769,1.5,0.666666667,1.3,3,3,0.023076923,0.3,0,3
519,34,0.377964473,0.230769231,10,10,0.75,0.5,5.34,2.50E+299,0.62,2.38,0,0.89,0.586985678,0.973537076,1.333333333,0.58,0.845805417,0.4,0.571428571,0.228571429,0.666666667,1.5,0.7,4,3,0.042857143,0.3,0,5
520,34,0.369800131,0.266666667,12,14,0.85,0.64,6.96,3.75E+299,0.81,2.8,0.125,0.99,0.70493882,0.991893338,0.857142857,0.66,0.891269922,0.5,0.454545455,0.227272727,1.266666667,0.789473684,1.1,5,1,0.009090909,0.1,0,5
521,34,0.383597637,0.178571429,26,32,0.92,0.77,7.64,6.25E+299,0.9,3.09,0,0.99,0.652224463,0.990024767,0.387096774,0.7,0.994191612,0.6,0.272727273,0.163636364,3.066666667,0.326086957,2.2,6,12,0.054545455,1.2,1,5
522,34,0.288675135,0.125,15,15,0.77,0.53,5.66,2.50E+299,0.7,2.45,0,0.94,0.667851616,0.985414727,0.923076923,0.54,0.624504384,0.3,0.3,0.09,1.083333333,0.923076923,1,3,0,0,0,0,3.5
523,34,0.125988158,0.066666667,14,14,0.63,0.35,3.3,0.16,0.4,2.01,0,0.94,0.437240164,0.979699021,1.2,0.38,0.963537458,0.2,0.25,0.05,0.933333333,1.071428571,0.8,2,2,0.025,0.2,0,3.5
524,34,0.353553391,0.214285714,11,11,0.79,0.52,5.52,2.50E+299,0.65,2.5,0.125,0.99,0.535388035,0.985000291,1.090909091,0.49,0.962134332,0.4,0.444444444,0.177777778,1.116666667,0.895522388,0.9,4,1,0.011111111,0.1,0,3
525,34,0.316227766,0.176470588,13,13,0.82,0.61,6.04,3.75E+299,0.74,2.67,0,0.99,0.595634231,0.991244753,0.923076923,0.51,0.522871568,0.4,0.363636364,0.145454545,1.25,0.8,1.1,4,1,0.009090909,0.1,0,3.5
526,34,0.402015126,0.235294118,12,12,0.87,0.69,6.65,5.00E+299,0.81,2.86,0.125,0.99,0.627668284,0.990952384,0.857142857,0.58,0.522871568,0.5,0.416666667,0.208333333,1.333333333,0.75,1.2,5,2,0.016666667,0.2,0,3
527,34,0.210818511,0.117647059,15,15,0.81,0.54,5.94,2.50E+299,0.75,2.54,0,0.99,0.460268126,0.977838512,1,0.51,0.830802164,0.3,0.3,0.09,1.033333333,0.967741935,1,3,0,0,0,0,3.5
528,34,0.382359556,0.19047619,18,18,0.84,0.64,6.68,3.75E+299,0.8,2.79,0.125,0.97,0.73479063,0.988304289,0.6,0.74,0.955090434,0.5,0.294117647,0.147058824,1.8,0.555555556,1.7,5,7,0.041176471,0.7,0,5
529,34,0.521749195,0.3125,13,15,0.85,0.69,6.87,5.00E+299,0.8,2.92,0.125,1,0.774633838,0.991880224,0.6,0.78,0.969901928,0.6,0.461538462,0.276923077,1.683333333,0.594059406,1.3,6,3,0.023076923,0.3,1,4
530,34,0.251976315,0.142857143,12,12,0.73,0.43,5.04,1.25E+299,0.61,2.25,0,0.98,0.401230502,0.986864933,1.2,0.33,0.977118638,0.3,0.375,0.1125,0.983333333,1.016949153,0.8,3,2,0.025,0.2,0,3.5
531,34,0.333333333,0.181818182,17,17,0.87,0.69,6.96,5.00E+299,0.81,2.87,0.125,0.99,0.719304928,0.994366603,0.545454545,0.73,0.952740182,0.5,0.294117647,0.147058824,2,0.5,1.7,5,7,0.041176471,0.7,1,5
532,34,0.222222222,0.125,14,14,0.73,0.44,5.26,1.25E+299,0.68,2.3,0,0.92,0.432125887,0.98121367,1,0.51,0.81303608,0.3,0.3,0.09,0.95,1.052631579,1,3,0,0,0,0,4
533,34,0.136082763,0.071428571,13,13,0.68,0.36,3.66,0.18,0.46,2.03,0,0.95,0.410700137,0.975241207,1.333333333,0.4,0.957327238,0.2,0.285714286,0.057142857,0.816666667,1.224489796,0.7,2,3,0.042857143,0.3,0,3.5
534,34,0.076471911,0.0625,18,26,0.74,0.38,4.95,0.43,0.66,2.2,0,0.99,0.382169566,0.987166012,0.8,0.46,0.893141668,0.2,0.222222222,0.044444444,1.25,0.8,0.9,2,1,0.011111111,0.1,0,3.5
535,34,0.4,0.222222222,18,22,0.83,0.66,6.95,5.00E+299,0.78,2.79,0,0.97,0.603320249,0.984504769,0.545454545,0.59,0.937640428,0.5,0.384615385,0.192307692,1.816666667,0.550458716,1.3,5,3,0.023076923,0.3,1,5
536,34,0.092450033,0.083333333,31,57,0.76,0.44,5.32,1.25E+299,0.59,2.32,0,0.99,0.473677995,0.990359555,0.413793103,0.4,0.983034662,0.3,0.1875,0.05625,3.516666667,0.28436019,1.6,3,6,0.0375,0.6,1,3
537,35,0.57452426,0.263157895,18,22,0.91,0.77,8.38,6.15E+299,0.9,3.15,0.133333333,0.98,0.543691536,0.990053287,1.375,0.56,0.456264986,0.5,0.461538462,0.230769231,0.744186047,1.34375,1.083333333,6,1,0.006410256,0.083333333,1,5
538,35,0.412478956,0.25,17,27,0.85,0.65,8.24,4.62E+299,0.82,2.85,0.066666667,0.98,0.347737595,0.994499914,1.833333333,0.4,0.971265183,0.416666667,0.5,0.208333333,0.573643411,1.743243243,0.833333333,5,2,0.016666667,0.166666667,1,3
539,35,0.601337794,0.217391304,22,24,0.97,0.93,9.73,8.46E+299,0.98,3.47,0.266666667,1,0.511754159,0.99473381,0.846153846,0.54,0.991700011,0.5,0.333333333,0.166666667,1.387596899,0.720670391,1.5,6,6,0.027777778,0.5,0,5
540,35,0.442268981,0.16,27,33,0.93,0.8,9.23,6.92E+299,0.93,3.2,0.266666667,1,0.541585343,0.991767572,0.916666667,0.54,0.997138551,0.416666667,0.263157895,0.109649123,1.325581395,0.754385965,1.583333333,5,7,0.030701754,0.583333333,1,5
